No,Kode,Nama Bahan Makanan,Karbohidrat (g),Protein (g),Lemak (g),Serat (g),% Karbo,% Protein,% Lemak,Waktu Makan,Kelompok Makanan,Mentah/Olahan
709,ER085,"Pisang mas bali ampenan, segar","21,0","1,4","0,2","3,7",92.9,6.2,0.9,B/L,Buah,Tunggal
710,ER086,"Pisang mas bali kopang, segar","31,8","1,4","0,2","3,7",95.2,4.2,0.6,B/L,Buah,Tunggal
711,ER087,"Pisang mas, segar","33,6","1,4","0,2","1,4",95.5,4.0,0.6,B/L,Buah,Tunggal
712,ER088,"Pisang raja sereh, segar","28,2","1,3","0,3","0,7",94.6,4.4,1.0,B/L,Buah,Tunggal
713,ER089,"Pisang raja, segar","31,8","1,2","0,2","5,3",95.8,3.6,0.6,B/L,Buah,Tunggal
714,ER090,"Pisang rotan, segar","20,5","1,3","1,2","1,0",89.1,5.7,5.2,B/L,Buah,Tunggal
715,ER091,"Pisang talas, segar","26,7","1,2","0,2","4,4",95.0,4.3,0.7,B/L,Buah,Tunggal
716,ER092,Pisang tujuh bulan,"22,5","0,6","0,2","3,7",96.6,2.6,0.9,B/L,Buah,Tunggal
717,ER093,"Pisang ua, segar","30,2","0,8","0,5","8,1",95.9,2.5,1.6,B/L,Buah,Tunggal
718,ER094,"Pisang uli, segar","35,5","1,1","0,5","1,4",95.7,3.0,1.3,B/L,Buah,Tunggal
719,ER095,"Purut, segar","15,2","4,1","1,1","1,7",74.5,20.1,5.4,B/L/D,Buah,Tunggal
720,ER096,"Rambutan binjai, segar","18,0","0,5","0,2","3,8",96.3,2.7,1.1,B/L,Buah,Tunggal
721,ER097,"Rambutan, segar","18,1","0,9","0,1","0,8",94.8,4.7,0.5,B/L,Buah,Tunggal
722,ER098,"Salak bali, segar","13,6","0,5","0,1","1,3",95.8,3.5,0.7,B/L,Buah,Tunggal
723,ER099,"Salak medan, segar","12,8","0,4","0,2","3,2",95.5,3.0,1.5,B/L,Buah,Tunggal
724,ER100,"Salak pondoh, segar","20,1","0,8","0,4",-,94.4,3.8,1.9,B/L,Buah,Tunggal
725,ER101,"Salak, segar","20,9","0,4",-,-,98.1,1.9,0.0,B/L,Buah,Tunggal
726,ER102,"Sawo duren, segar","8,0","1,0","3,1","0,8",66.1,8.3,25.6,B/L,Buah,Tunggal
727,ER103,"Sawo kecik, segar","21,6","0,9","2,3","1,0",87.1,3.6,9.3,B/L,Buah,Tunggal
728,ER104,"Sawo Manila, segar","22,4","0,5","1,1","9,5",93.3,2.1,4.6,B/L,Buah,Tunggal
729,ER105,"Semangka, segar","6,9","0,5","0,2","0,4",90.8,6.6,2.6,B/L,Buah,Tunggal
730,ER106,"Sirsak, segar","16,3","1,0","0,3","3,2",92.6,5.7,1.7,B/L,Buah,Tunggal
731,ER107,"Sowa, segar","9,1","1,6","0,6","45,0",80.5,14.2,5.3,B/L/D,Buah,Tunggal
732,ER108,"Srikaya, segar","13,9","1,1","0,5","2,1",89.7,7.1,3.2,B/L/D,Buah,Tunggal
733,ER109,"Sukun muda, segar","28,1","1,4","0,2","1,4",94.6,4.7,0.7,B/L/D,Buah,Tunggal
734,ER110,"Sukun tua, segar","24,5","1,6","0,2","1,5",93.2,6.1,0.8,B/L/D,Buah,Tunggal
735,ER111,"Vigus, segar","8,3","2,4","0,1",-,76.9,22.2,0.9,B/L/D,Buah,Tunggal
736,ER112,"Wani, segar","17,1","0,8","0,3","3,1",94.0,4.4,1.6,B/L/D,Buah,Tunggal
737,ER113,"Mentimun Suri, segar","2,1","1,3","0,0","0,9",61.8,38.2,0.0,B/L/D,Buah,Tunggal
738,ER114,"Blewah, segar","8,2","0,8","0,2","0,9",89.1,8.7,2.2,B/L/D,Buah,Tunggal
739,FP001,"Ayam, ampela, goreng","9,9","32,3","11,2",-,18.5,60.5,21.0,L/D,Daging,Olahan
740,FP002,"Ayam, usus, goreng","13,9","45,2","26,3",-,16.3,52.9,30.8,L/D,Daging,Olahan
741,FP003,"Bebek, daging, goreng","4,5","24,0","20,7",-,9.1,48.8,42.1,L/D,Daging,Olahan
742,FP004,"Buaya, daging, dendeng, mentah","30,8","49,6","4,8",-,36.2,58.2,5.6,L/D,Daging,Olahan
743,FP005,Ham,"0,3","16,9","35,0",-,0.6,32.4,67.0,B/L/D,Daging,Olahan
744,FP006,"Itik alabio, daging, dendeng, mentah","18,4","30,3","33,5",-,22.4,36.9,40.8,L/D,Daging,Olahan
746,FP008,"Menjangan, daging, dendeng, mentah","22,7","55,8","2,0",-,28.2,69.3,2.5,L/D,Daging,Olahan
747,FP009,"Punai, daging, goreng","4,4","26,2","11,3",-,10.5,62.5,27.0,L/D,Daging,Olahan
748,FP010,"Rusa, daging, dendeng, mentah",-,"40,5","41,5",-,0.0,49.4,50.6,L/D,Daging,Olahan
749,FP011,"Sapi, abon","59,3","18,0","10,6","7,5",67.5,20.5,12.1,L/D,Daging,Olahan
750,FP012,"Sapi, abon, asli","38,6","14,6","16,1","2,5",55.7,21.1,23.2,L/D,Daging,Olahan
751,FP013,"Sapi, daging, asap",-,"32,0","6,0",-,0.0,84.2,15.8,L/D,Daging,Olahan
752,FP014,"Sapi, daging, dendeng, mentah",-,"55,0","9,0",-,0.0,85.9,14.1,L/D,Daging,Olahan
753,FP015,"Sapi, daging, kornet",-,"16,0","25,0",-,0.0,39.0,61.0,L/D,Daging,Olahan
754,FP016,"Sapi, daging, sosis (Worst)","2,3","14,5","42,3",-,3.9,24.5,71.6,L/D,Daging,Olahan
755,FP017,"Sapi, hati, sosis (liverworst)","3,0","16,0","22,0","2,3",7.3,39.0,53.7,L/D,Daging,Olahan
756,FP018,"Sapi, paru, dendeng, mentah","19,2","57,3","6,0",-,23.3,69.5,7.3,L/D,Daging,Olahan
757,FP019,"Sapi, paru, goreng","14,5","23,9","12,7",-,28.4,46.8,24.9,L/D,Daging,Olahan
758,FP020,"Ulat sagu, panggang","14,9","11,9","30,3","4,8",26.1,20.8,53.1,L/D,Daging,Olahan
759,FP021,"Ayam goreng church texas, dada","0,4","35,2","20,6",-,0.7,62.6,36.7,L/D,Daging,Olahan
760,FP022,"Ayam goreng church,texas paha","1,7","31,0","15,7",-,3.5,64.0,32.4,L/D,Daging,Olahan
761,FP023,"Ayam goreng church texas, sayap","1,5","34,0","16,0",-,2.9,66.0,31.1,L/D,Daging,Olahan
762,FP024,"Ayam goreng kalasan, paha","1,3","37,4","12,2",-,2.6,73.5,24.0,L/D,Daging,Olahan
763,FP025,"Ayam goreng kentucky, dada","0,1","34,2","16,8",-,0.2,66.9,32.9,L/D,Daging,Olahan
764,FP026,"Ayam goreng Kentucky, paha","1,1","32,1","16,1",-,2.2,65.1,32.7,L/D,Daging,Olahan
765,FP027,"Ayam goreng Kentucky,sayap","1,6","35,9","15,2",-,3.0,68.1,28.8,L/D,Daging,Olahan
766,FP028,Ayam goreng mbok berek dada,"1,0","39,2","13,6",-,1.9,72.9,25.3,L/D,Daging,Olahan
767,FP029,"Ayam goreng pasundan, dada","0,7","37,9","9,0",-,1.5,79.6,18.9,L/D,Daging,Olahan
768,FP030,"Ayam goreng pasundan, paha","0,3","33,1","11,4",-,0.7,73.9,25.4,L/D,Daging,Olahan
769,FP031,"Ayam goreng pioneer, dada","0,6","37,4","14,7",-,1.1,71.0,27.9,L/D,Daging,Olahan
770,FP032,"Ayam goreng sukabumi, dada","1,0","36,7","9,2",-,2.1,78.3,19.6,L/D,Daging,Olahan
771,FP033,"Ayam goreng sukabumi, paha","0,5","35,7","14,3",-,1.0,70.7,28.3,L/D,Daging,Olahan
772,FP034,"Ayam taliwang, masakan","2,7","18,2","20,1",-,6.6,44.4,49.0,L/D,Daging,Olahan
773,FP035,"Babi hutan masak rica, masakan","0,2","24,6","16,3",-,0.5,59.9,39.7,L/D,Daging,Olahan
774,FP036,Beef burger,"32,5","10,6","9,5","0,4",61.8,20.2,18.1,L/D,Daging,Olahan
775,FP037,"Beef teriyaki, masakan","22,3","8,6","3,1","0,3",65.6,25.3,9.1,B/L/D,Daging,Olahan
776,FP038,"Beef yakiniku, masakan","20,7","9,8","1,1","0,3",65.5,31.0,3.5,B/L/D,Daging,Olahan
777,FP039,Brongkos,"12,6","15,3","3,3","1,0",40.4,49.0,10.6,B/L/D,Daging,Olahan
778,FP040,"Bulgogi, masakan","1,4","11,4","4,9","1,7",7.9,64.4,27.7,B/L/D,Daging,Olahan
779,FP041,"Chicken teriyaki, masakan","7,5","13,0","9,6","0,8",24.9,43.2,31.9,B/L/D,Daging,Olahan
780,FP042,"Chikiniku, masakan","22,8","9,8","1,4","0,4",67.1,28.8,4.1,B/L/D,Daging,Olahan
781,FP043,"Coto mangkasara, kuda, masakan","3,8","6,8","5,9",-,23.0,41.2,35.8,B/L/D,Daging,Olahan
782,FP044,"Coto mangkasara, sapi, masakan","1,4","6,0","6,0",-,10.4,44.8,44.8,L/D,Daging,Olahan
783,FP045,"Djibokum, masakan","40,9","10,0","2,3","0,1",76.9,18.8,4.3,B/L/D,Daging,Olahan
784,FP046,"Empal (daging) Goreng, masakan","10,1","36,2","6,9",-,19.0,68.0,13.0,L/D,Daging,Olahan
785,FP047,Gulai kambing,"6,2","4,2","9,4",-,31.3,21.2,47.5,L/D,Daging,Olahan
786,FP048,"Jangang bintatoeng, masakan","16,5","5,3","2,2",-,68.8,22.1,9.2,B/L/D,Daging,Olahan
787,FP049,"Kalio ayam, masakan","4,4","16,0","13,5",-,13.0,47.2,39.8,L/D,Daging,Olahan
788,FP050,"Kalio jeroan, masakan","4,1","16,5","9,0",-,13.9,55.7,30.4,L/D,Daging,Olahan
789,FP051,"Kalio kikil (tunjang), masakan","3,9","13,8","5,7",-,16.7,59.0,24.4,L/D,Daging,Olahan
790,FP052,"Kalio otak, masakan","11,4","8,1","8,8",-,40.3,28.6,31.1,L/D,Daging,Olahan
791,FP053,"Lawar babi, masakan","3,0","17,0","10,0",-,10.0,56.7,33.3,L/D,Daging,Olahan
792,FP054,"Lawar penyu, masakan","7,6","23,0","1,5",-,23.7,71.7,4.7,B/L/D,Daging,Olahan
793,FP055,"Lawara jangang, masakan","10,1","5,0","10,9",-,38.8,19.2,41.9,B/L/D,Daging,Olahan
794,FP056,"Naan maran sapi, masakan","5,1","38,3","33,9",-,6.6,49.5,43.9,L/D,Daging,Olahan
795,FP057,"Nasu likku, masakan","15,9","14,5","8,3",-,41.1,37.5,21.4,B/L/D,Daging,Olahan
796,FP058,"Oramu ninahu ndawa olaho, masakan","4,3","13,7","5,0",-,18.7,59.6,21.7,B/L/D,Daging,Olahan
797,FP059,"Paniki masak santan, masakan","7,2","28,5","35,2",-,10.2,40.2,49.6,B/L/D,Daging,Olahan
798,FP060,"Pelolah manuk, masakan","4,4","19,7","13,6",-,11.7,52.3,36.1,B/L/D,Daging,Olahan
799,FP061,"Rawon, masakan","4,0","5,4","2,5","0,3",33.6,45.4,21.0,L/D,Daging,Olahan
800,FP062,"Rendang sapi, masakan","7,8","22,6","7,9",-,20.4,59.0,20.6,L/D,Daging,Olahan
801,FP063,"RW, anjing, masakan","0,9","24,6","10,7",-,2.5,68.0,29.6,B/L/D,Daging,Olahan
802,FP064,"Sate, penyu, masakan","13,3","22,5","3,5",-,33.8,57.3,8.9,L/D,Daging,Olahan
803,FP065,"Sate pusut, masakan","13,6","12,9","18,6",-,30.2,28.6,41.2,L/D,Daging,Olahan
804,FP066,"Penyu, serapah, masakan","2,2","13,1","12,2",-,8.0,47.6,44.4,B/L/D,Daging,Olahan
805,FP067,"Sie reuboh, masakan","11,7","11,2","42,5",-,17.9,17.1,65.0,B/L/D,Daging,Olahan
806,FP068,"Sop buntut, masakan","2,2","7,5","3,6",-,16.5,56.4,27.1,L/D,Daging,Olahan
807,FP069,"Sop daging sapi, masakan","5,3","5,8","0,5",-,45.7,50.0,4.3,L/D,Daging,Olahan
808,FP070,"Sop kaki sapi, masakan","3,7","9,0","1,9",-,25.3,61.6,13.0,L/D,Daging,Olahan
809,FP071,"Sop kambing, masakan","1,1","5,5","0,8",-,14.9,74.3,10.8,L/D,Daging,Olahan
810,FP072,"Sop konro, masakan","4,5","7,4","2,6",-,31.0,51.0,17.9,L/D,Daging,Olahan
811,FP073,"Sop saudara, masakan","3,9","7,2","5,0",-,24.2,44.7,31.1,L/D,Daging,Olahan
812,FP074,"Soto bandung, masakan","2,8","3,9","1,7","0,4",33.3,46.4,20.2,B/L,Daging,Olahan
813,FP075,"Soto banjar, masakan","3,2","2,9","9,5",-,20.5,18.6,60.9,B/L,Daging,Olahan
814,FP076,"Soto betawi, masakan","11,5","2,5","8,8","0,5",50.4,11.0,38.6,B/L,Daging,Olahan
815,FP077,"Soto jeroan, masakan","1,4","11,8","4,3",-,8.0,67.4,24.6,L/D,Daging,Olahan
816,FP078,"Soto kudus, masakan","1,8","2,6","2,3","0,2",26.9,38.8,34.3,B/L,Daging,Olahan
817,FP079,"Soto madura, masakan","1,3","3,5","4,5",-,14.0,37.6,48.4,B/L,Daging,Olahan
818,FP080,"Soto padang, masakan","11,0","5,9","6,6","0,7",46.8,25.1,28.1,B/L,Daging,Olahan
819,FP081,"Soto pekalongan, masakan","5,1","3,0","6,8","0,3",34.2,20.1,45.6,B/L,Daging,Olahan
820,FP082,"Soto pemalang, masakan","3,5","3,6","5,2",-,28.5,29.3,42.3,B/L,Daging,Olahan
821,FP083,"Soto sukaraja, masakan","9,0","3,2","3,5","0,3",57.3,20.4,22.3,B/L,Daging,Olahan
822,FP084,"Soto sulung, masakan",-,"2,3","8,5",-,0.0,21.3,78.7,B/L,Daging,Olahan
823,FP085,"Sukiyaki, masakan","12,2","5,6","0,4","0,2",67.0,30.8,2.2,B/L/D,Daging,Olahan
824,FP086,"Tedong pallu basa, masakan","2,8","10,4","3,4",-,16.9,62.7,20.5,B/L/D,Daging,Olahan
825,FP087,"Tikus rica, masakan","3,8","18,8","18,5",-,9.2,45.7,45.0,B/L/D,Daging,Olahan
826,FP088,"Tinoransa, masakan",-,"17,7","49,5",-,0.0,26.3,73.7,B/L/D,Daging,Olahan
827,FR001,"Anak sapi, daging, gemuk, segar",-,"18,8","14,0",-,0.0,57.3,42.7,L/D,Daging,Tunggal
828,FR002,"Anak sapi, daging, kurus, segar",-,"19,6","10,0",-,0.0,66.2,33.8,L/D,Daging,Tunggal
829,FR003,"Anak sapi, daging, sedang, segar",-,"19,1","12,0",-,0.0,61.4,38.6,L/D,Daging,Tunggal
830,FR004,"Angsa, daging, segar",-,"16,4","31,5",-,0.0,34.2,65.8,L/D,Daging,Tunggal
831,FR005,"Ayam, daging, segar",-,"18,2","25,0",-,0.0,42.1,57.9,L/D,Daging,Tunggal
832,FR006,"Ayam, dideh/darah, segar","0,7","13,8","1,9",-,4.3,84.1,11.6,L/D,Daging,Tunggal
833,FR007,"Ayam, hati, segar","1,6","27,4","16,1",-,3.5,60.8,35.7,L/D,Daging,Tunggal
834,FR008,"Babi, daging, gemuk,segar",-,"11,9","45,0",-,0.0,20.9,79.1,L/D,Daging,Tunggal
835,FR009,"Babi, daging, kurus, segar",-,"14,1","35,0",-,0.0,28.7,71.3,L/D,Daging,Tunggal
836,FR010,"Babi, ginjal, segar","0,8","16,3","4,6",-,3.7,75.1,21.2,L/D,Daging,Tunggal
837,FR011,"Babi, hati, segar","1,7","19,7","4,8",-,6.5,75.2,18.3,L/D,Daging,Tunggal
838,FR012,"Bebek (itik), daging, segar",-,"16,0","28,6",-,0.0,35.9,64.1,L/D,Daging,Tunggal
839,FR013,"Bebek alabio, daging, segar","3,7","11,3","27,0",-,8.8,26.9,64.3,L/D,Daging,Tunggal
840,FR014,"Belibis, daging, segar","2,8","20,2","4,3",-,10.3,74.0,15.8,L/D,Daging,Tunggal
841,FR015,"Burung, sarang, segar","32,1","37,5","0,3",-,45.9,53.6,0.4,B/L/D,Daging,Tunggal
842,FR016,"Domba, daging, gemuk, segar",-,"15,7","27,7",-,0.0,36.2,63.8,L/D,Daging,Tunggal
843,FR017,"Domba, daging, kurus, segar",-,"17,1","14,8",-,0.0,53.6,46.4,L/D,Daging,Tunggal
844,FR018,"Domba, ginjal, segar","1,0","16,6","3,3",-,4.8,79.4,15.8,B/L/D,Daging,Tunggal
845,FR019,"Kambing, daging, segar",-,"16,6","9,2",-,0.0,64.3,35.7,L/D,Daging,Tunggal
846,FR020,"Kelinci, daging, segar",-,"16,9","7,8",-,0.0,68.4,31.6,L/D,Daging,Tunggal
847,FR021,"Kerbau, daging, segar",-,"18,7","0,5",-,0.0,97.4,2.6,L/D,Daging,Tunggal
848,FR022,"Kuda, daging, segar","0,9","18,1","4,1",-,3.9,78.4,17.7,L/D,Daging,Tunggal
849,FR023,"Sapi, babat, segar",-,"17,6","4,2",-,0.0,80.7,19.3,L/D,Daging,Tunggal
850,FR024,"Sapi, daging, gemuk, segar",-,"17,5","22,0",-,0.0,44.3,55.7,L/D,Daging,Tunggal
851,FR025,"Sapi, daging, kurus, segar",-,"19,6","10,0",-,0.0,66.2,33.8,L/D,Daging,Tunggal
852,FR026,"Sapi, daging, lemak sedang, segar",-,"18,8","14,0",-,0.0,57.3,42.7,L/D,Daging,Tunggal
853,FR027,"Sapi, daleman, segar","1,4","12,0","14,4",-,5.0,43.2,51.8,L/D,Daging,Tunggal
854,FR028,"Sapi, dideh/darah",-,"21,9","1,1",-,0.0,95.2,4.8,L/D,Daging,Tunggal
855,FR029,"Sapi, ginjal, segar","0,9","15,0","8,1",-,3.8,62.5,33.8,L/D,Daging,Tunggal
856,FR030,"Sapi, keleponan, segar","0,2","10,5","4,6",-,1.3,68.6,30.1,L/D,Daging,Tunggal
857,FR031,"Sapi, liver, segar","6,0","19,7","3,2",-,20.8,68.2,11.1,L/D,Daging,Tunggal
858,FR032,"Sapi, otak, segar","0,8","10,4","8,6",-,4.0,52.5,43.4,L/D,Daging,Tunggal
859,FR033,"Sapi, usus, segar","1,5","14,0","7,2",-,6.6,61.7,31.7,L/D,Daging,Tunggal
860,FR034,Ulat sagu segar,"5,8","5,8","21,6","2,8",17.5,17.5,65.1,B/L/D,Daging,Tunggal
862,GP002,"Belut, goreng","32,0","25,9","19,4",-,41.4,33.5,25.1,B/L/D,Ikan dsb,Olahan
863,GP003,"Cumi-cumi, goreng",-,"40,6","10,1",-,0.0,80.1,19.9,L/D,Ikan dsb,Olahan
864,GP004,"Ikan asin, kering",-,"42,0","1,5",-,0.0,96.6,3.4,L/D,Ikan dsb,Olahan
865,GP005,"Ikan bandeng presto, masakan","11,3","17,1","20,3",-,23.2,35.1,41.7,L/D,Ikan dsb,Olahan
866,GP006,Ikan baung bakar,"5,2","17,8","5,8",-,18.1,61.8,20.1,L/D,Ikan dsb,Olahan
867,GP007,Ikan Belida bakar,"7,2","18,0","3,0",-,25.5,63.8,10.6,L/D,Ikan dsb,Olahan
868,GP008,"Ikan cakalang asap, mentah","1,9","34,2","5,6",-,4.6,82.0,13.4,L/D,Ikan dsb,Olahan
869,GP009,"Ikan cakalang asin, mentah","5,5","36,5","2,2",-,12.4,82.6,5.0,L/D,Ikan dsb,Olahan
870,GP010,"Ikan calo/ peda, mentah","3,8","11,4","1,9",-,22.2,66.7,11.1,L/D,Ikan dsb,Olahan
871,GP011,"Ikan Gabus asap, mentah","21,9","38,1","2,3",-,35.2,61.2,3.7,L/D,Ikan dsb,Olahan
872,GP012,"Ikan Gabus, kering",-,"58,0","4,0",-,0.0,93.5,6.5,L/D,Ikan dsb,Olahan
873,GP013,"Ikan gete, goreng","0,2","23,1","19,4",-,0.5,54.1,45.4,L/D,Ikan dsb,Olahan
874,GP014,"Ikan hiu, kering","20,2","46,3","3,6",-,28.8,66.0,5.1,L/D,Ikan dsb,Olahan
875,GP015,"Ikan katombo, asin","0,3","31,7","2,8",-,0.9,91.1,8.0,L/D,Ikan dsb,Olahan
876,GP016,"Ikan kayu, kering","0,4","70,7","1,9",-,0.5,96.8,2.6,L/D,Ikan dsb,Olahan
877,GP017,Ikan Lais bakar,"5,4","17,5","6,5",-,18.4,59.5,22.1,L/D,Ikan dsb,Olahan
878,GP018,"Ikan lomak asin, mentah","18,9","40,3","2,3",-,30.7,65.5,3.7,L/D,Ikan dsb,Olahan
879,GP019,Ikan Mas pepes,"11,8","15,2","11,3","0,5",30.8,39.7,29.5,L/D,Ikan dsb,Olahan
880,GP020,Ikan mujahir goreng,-,"46,9","23,9",-,0.0,66.2,33.8,L/D,Ikan dsb,Olahan
881,GP021,Ikan Mujahir pepes,"0,8","21,7","2,8",-,3.2,85.8,11.1,L/D,Ikan dsb,Olahan
882,GP022,"Ikan mujahir, dendeng, mentah","37,2","68,3","15,2",-,30.8,56.6,12.6,L/D,Ikan dsb,Olahan
883,GP023,"Ikan Papuyu, bakar","6,7","17,6","6,1",-,22.0,57.9,20.1,L/D,Ikan dsb,Olahan
884,GP024,"Ikan Patin, bakar","4,3","17,5","6,3",-,15.3,62.3,22.4,L/D,Ikan dsb,Olahan
885,GP025,"Ikan peda banjar, mentah","2,0","28,0","4,0",-,5.9,82.4,11.8,L/D,Ikan dsb,Olahan
886,GP026,"Ikan pepetek, mentah","2,0","32,0","4,4",-,5.2,83.3,11.5,L/D,Ikan dsb,Olahan
887,GP027,"Ikan Pindang banjar, mentah","1,8","28,0","4,2",-,5.3,82.4,12.4,L/D,Ikan dsb,Olahan
888,GP028,"Ikan Pindang benggol, mentah",-,"31,0","4,2",-,0.0,88.1,11.9,L/D,Ikan dsb,Olahan
889,GP029,"Ikan Pindang layang, mentah",-,"30,0","2,8",-,0.0,91.5,8.5,L/D,Ikan dsb,Olahan
890,GP030,"Ikan Pindang selar, mentah",-,"27,0","3,0",-,0.0,90.0,10.0,L/D,Ikan dsb,Olahan
891,GP031,"Ikan sale lais, mentah","2,9","61,3","17,6",-,3.5,74.9,21.5,L/D,Ikan dsb,Olahan
892,GP032,"Ikan saluang, kering, mentah","14,6","34,1","9,9",-,24.9,58.2,16.9,L/D,Ikan dsb,Olahan
893,GP033,"Ikan sanggang, masakan","20,7","21,7","7,7",-,41.3,43.3,15.4,L/D,Ikan dsb,Olahan
894,GP034,"Ikan selar kuning, cue, mentah",-,"27,0","3,3",-,0.0,89.1,10.9,L/D,Ikan dsb,Olahan
895,GP035,"Ikan selar, kering, mentah",-,"38,0","3,5",-,0.0,91.6,8.4,L/D,Ikan dsb,Olahan
896,GP036,"Ikan sepat, kering, mentah",-,"38,0","14,0",-,0.0,73.1,26.9,L/D,Ikan dsb,Olahan
897,GP037,"Ikan sunu, asin, mentah","7,1","34,1","3,8",-,15.8,75.8,8.4,L/D,Ikan dsb,Olahan
899,GP039,"Ikan Teri nasi, kering, mentah",-,"32,5","0,6",-,0.0,98.2,1.8,B/L/D,Ikan dsb,Olahan
900,GP040,"Ikan Teri, bubuk, mentah","1,8","60,0","2,3",-,2.8,93.6,3.6,L/D,Ikan dsb,Olahan
901,GP041,"Ikan teri, kering, mentah",-,"33,4","3,0",-,0.0,91.8,8.2,L/D,Ikan dsb,Olahan
902,GP042,"Ikan Teri, kering, tawar, mentah",-,"68,7","4,2",-,0.0,94.2,5.8,L/D,Ikan dsb,Olahan
904,GP044,"Kerang, asap, mentah","29,4","38,9","13,3",-,36.0,47.7,16.3,L/D,Ikan dsb,Olahan
905,GP045,"Kerang, dendeng, mentah","25,6","41,1","10,0",-,33.4,53.6,13.0,L/D,Ikan dsb,Olahan
907,GP047,"Rebung laut, mentah","63,3","7,2","4,2",-,84.7,9.6,5.6,L/D,Ikan dsb,Olahan
908,GP048,Rusip,"11,7","11,5","2,0",-,46.4,45.6,7.9,B/L/D,Ikan dsb,Olahan
909,GP049,Sardines dalam kaleng,"1,0","21,1","27,0",-,2.0,43.0,55.0,B/L/D,Ikan dsb,Olahan
910,GP050,"Teripang, dendeng, mentah","3,5","39,1","32,4",-,4.7,52.1,43.2,B/L/D,Ikan dsb,Olahan
911,GP051,"Udang kering, mentah","2,2","62,6","4,1",-,3.2,90.9,6.0,L/D,Ikan dsb,Olahan
912,GP052,"Udang papay, mentah","12,5","47,8","3,8",-,19.5,74.6,5.9,L/D,Ikan dsb,Olahan
913,GP053,Abon haruwan,"21,3","23,7","37,0",-,26.0,28.9,45.1,B/L/D,Ikan dsb,Olahan
914,GP054,Abon ikan,"36,1","27,2","20,2",-,43.2,32.6,24.2,L/D,Ikan dsb,Olahan
915,GP055,"Betok wadi, masakan","4,1","16,3","7,0",-,15.0,59.5,25.5,B/L/D,Ikan dsb,Olahan
916,GP056,"Bou ninahu ndamate, masakan","1,1","6,3","1,0",-,13.1,75.0,11.9,B/L/D,Ikan dsb,Olahan
917,GP057,"Bouiki ninahu nggaluku, masakan","10,8","7,8","2,2",-,51.9,37.5,10.6,B/L/D,Ikan dsb,Olahan
918,GP058,Cakalang asar (asap papua),"10,2","20,1","3,8",-,29.9,58.9,11.1,B/L/D,Ikan dsb,Olahan
919,GP059,"Dendeng belut, goreng","8,0","55,7","14,1",-,10.3,71.6,18.1,B/L/D,Ikan dsb,Olahan
920,GP060,"Dendeng mujahir, goreng","9,2","74,3","26,9",-,8.3,67.3,24.4,B/L/D,Ikan dsb,Olahan
921,GP061,Fillet o-fish,"19,3","12,3","15,9","0,2",40.6,25.9,33.5,B/L/D,Ikan dsb,Olahan
